video_id,keyword,comment_id,author,text,likes,published_at,reply_to
DaPnzZi3hoE,Western Sahara Morocco,Ugx9PF73I-ioQUUdlDF4AaABAg,@hamudi_12,Yet none of these western media is reporting about Spanish enclaves of ceuita n melia!,1,2025-12-25T18:35:07Z,
DaPnzZi3hoE,Western Sahara Morocco,UgzGHa0E1w1NNMc2OwR4AaABAg,@kbcaps,"There are a few mistakes in this video.

1. It misses out that Morocco was significantly amputated by colonisation in the 19th century and Spain took the territory from Morocco at the end of the 19th century. Therefore, Morocco who had already lost the territory of Mauritania and Eastern Sahara (Western Algeria - Tindouf, Béchard, Adrar and Tidikelt) was not going to let this one go! 

2. The area on the other side of the wall is not controlled by the Polisario. Rather, it’s a forbidden to people demilitarised buffer zone! Many Polisario incursions over the last few years have been met with Moroccan drones!",0,2025-12-25T18:22:25Z,
DaPnzZi3hoE,Western Sahara Morocco,UgyrhTfLQ4XKp1FxhTB4AaABAg,@kubumshel,Morocco doing the Israeli move and nobody cares,0,2025-12-25T17:32:57Z,
DaPnzZi3hoE,Western Sahara Morocco,UgyrhTfLQ4XKp1FxhTB4AaABAg.AR9zNTH_NTDARu5H2DyoVt,@martindre8,they are 2 very different situations,0,2026-01-13T00:37:33Z,UgyrhTfLQ4XKp1FxhTB4AaABAg
DaPnzZi3hoE,Western Sahara Morocco,UgxIWK8LCOfdC46YqiF4AaABAg,@raphayelrazon3075,Moroccan bots overran this video,0,2025-12-25T17:26:53Z,
DaPnzZi3hoE,Western Sahara Morocco,UgzPrGjL0XH9lSYOCqt4AaABAg,@rinos7902,Why do you need to bring on academic teachers to tell us information we can find on wikepidea ?,0,2025-12-25T15:15:02Z,
dgVZaAXNr0g,Western Sahara Morocco,Ugz0bAnew7CUSrx-fLp4AaABAg,@mehdibahaj7792,Thank you UN for doing the right thing ❤,0,2025-12-09T02:05:36Z,
dgVZaAXNr0g,Western Sahara Morocco,UgwIbYOTFzDZw0m0Bkt4AaABAg,@Alucard-j7l,🤣🤣🤣🤣🤣 teboun,0,2025-11-05T12:12:18Z,
dgVZaAXNr0g,Western Sahara Morocco,UgzYfRpbT2wAL9UY24p4AaABAg,@user-ox4hz3cn8b,"Thanks India, now we know the friends from the enemy. Talking about you, Pakistan. 
Long lived Morocco, Long lived India. 🇮🇳🇲🇦",0,2025-11-03T04:59:53Z,
dgVZaAXNr0g,Western Sahara Morocco,Ugxbc8B94hzPCu4PxPx4AaABAg,@user-ox4hz3cn8b,"Thanks India, now we know the friends from the enemy. Talking about you, Pakistan. 
Long lived Morocco, Long lived India. 🇮🇳🇲🇦",1,2025-11-03T04:59:49Z,
dgVZaAXNr0g,Western Sahara Morocco,Ugw_csbNQ2oMTYKomTh4AaABAg,@Houssamkhiraoui,🇲🇦🇲🇦🇲🇦,3,2025-11-02T13:21:41Z,
dgVZaAXNr0g,Western Sahara Morocco,UgxkXCd1Q-dryqLSt194AaABAg,@KarimAlgeria-e4e,"You're an idiot, a media figure ignorant of UN resolutions. Go and listen to the experts' analysis. The latest Security Council resolution spoke about renewing the MINURSO mission, and MINURSO's mission is to organize the referendum to end colonialism and give full legitimacy to the people of Western Sahara to determine their own destiny. I think you have orders from Israel. I didn't expect that ignorance of understanding security resolutions would spread from Morocco to your country, and the disaster is that you conveyed false information to your people. Come to Algeria and learn to analyze resolutions.",2,2025-11-02T13:09:11Z,
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg,@benbenham9257,Poor clowns so can you give some explanation how morocco got this victory and on wich way .please stop lying and forget algeria  poor clowns,1,2025-11-02T10:59:01Z,
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7AP0tW-EQ4Tn,@samadresch7809,A strategy spanning more than 20 years based on gaining the trust of influential countries,0,2025-11-02T11:45:44Z,UgwRqIMZjeC59xXa-XV4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7AP0xJvPw109,@z0rO999,"Basically, the autonomy plan will be used as the basis for any future discussions. In other words, the future talks will only be on how to implement said autonomy. This marks an important milestone as it’s makes it ever close to close this chapter",0,2025-11-02T12:19:03Z,UgwRqIMZjeC59xXa-XV4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7AP7azwWrrVu,@sportssaga4839,@samadresch7809it’s not gaining trust - Morocco simply sold out to Zionists and westernization . I’m not from Maghreb and take no sides but the spin is obvious. Lol. Guys you are coping.,1,2025-11-05T02:18:38Z,UgwRqIMZjeC59xXa-XV4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7AP86-ZxtnPG,@samadresch7809,"@sportssaga4839 You&#39;re not from the Maghreb, are you? Kuloglu😁",0,2025-11-05T06:58:20Z,UgwRqIMZjeC59xXa-XV4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7AP9DBOsl1gF,@sportssaga4839,"@samadresch7809 Labas, ʿabd dyal ṣahyūni 😃",1,2025-11-05T17:20:21Z,UgwRqIMZjeC59xXa-XV4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7AP9DN-dPlYK,@sportssaga4839,"⁠@samadresch7809no need to cope and self glaze. The soft power sht is just PR for selling out. Don’t get me wrong, there’s a lot of benefit in it economically. And I’m all for the poor people having a better life. But call a spade a spade.",1,2025-11-05T17:21:56Z,UgwRqIMZjeC59xXa-XV4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7APBdGVmM264,@sportssaga4839,@z0rO999or war,0,2025-11-06T15:55:28Z,UgwRqIMZjeC59xXa-XV4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7APEAd6TA92A,@sportssaga4839,@badrm9175good for you,1,2025-11-07T15:34:15Z,UgwRqIMZjeC59xXa-XV4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgxFsu6YPr5vkdqPDJJ4AaABAg,@samimellouki3139,"Die Sahara war Marokkanisch,ist Marokkanisch und wird immer Marokkanisch sein 🇲🇦 🤴🦁❤",0,2025-11-02T10:41:22Z,
dgVZaAXNr0g,Western Sahara Morocco,UgxIpqjN3o81XxOhLLV4AaABAg,@lakhdar-f1n,wrong info  please corect,3,2025-11-02T10:32:56Z,
dgVZaAXNr0g,Western Sahara Morocco,UgxIpqjN3o81XxOhLLV4AaABAg.AP0lAlFygNkAP8exnS0HZD,@Alucard-j7l,What&#39;s wrong,0,2025-11-05T12:12:31Z,UgxIpqjN3o81XxOhLLV4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgwOcvI6TiHzZFLgxBd4AaABAg,@SilenceaboutthetruthisamuteDev,Western Sahara was moroccan since moroccan people got it back from Spanish occupation by Green March in 1975  now it's time to get back moroccan eastern desert from France occupation that is now under control of franch entity Algeria !,2,2025-11-02T01:25:07Z,
dgVZaAXNr0g,Western Sahara Morocco,UgwOcvI6TiHzZFLgxBd4AaABAg.AP-mUSqJA4tAP7ajucMKly,@sportssaga4839,This is exactly why Algeria has a right to keep Morocco in check - it’s the  pride that lead them to join the Zionists and kuffar .,1,2025-11-05T02:16:26Z,UgwOcvI6TiHzZFLgxBd4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgwOcvI6TiHzZFLgxBd4AaABAg.AP-mUSqJA4tAPEAJVeVmwP,@sportssaga4839,@badrm9175you gave your nuts to Israel. I’m not Algerian,1,2025-11-07T15:31:27Z,UgwOcvI6TiHzZFLgxBd4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgxIuFGm-rBax5dnMO94AaABAg,@Terminatorabcd,"Western Sahara is back to its motherland,Morocco.Algeriato hell.",10,2025-11-01T17:19:53Z,
dgVZaAXNr0g,Western Sahara Morocco,UgxIuFGm-rBax5dnMO94AaABAg.AOzuxWJ5FZcAP7abgq4wGZ,@sportssaga4839,Don’t say that about the normal Algerian people. What’s wrong with you ?,2,2025-11-05T02:15:19Z,UgxIuFGm-rBax5dnMO94AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg,@--36--,"Well, what if Polisario don't accept, that means the conflict isn't over.",4,2025-11-01T14:53:13Z,
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAOzpRa6fUaS,@noone2262,"Yes. But it doesn&#39;t matter considering that Morocco already has almost complete control over the region, this just makes Morocco&#39;s already existing rule more legitimate which would allow for more investment in the region.",3,2025-11-01T16:31:42Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAOzqy3GOtWc,@--36--,"@noone2262 Yeah Morocco controls 70% of the western Sahara. So not almost complete control. Then the people of Polisario are still living in a shitty situations, Algeria will still support them, so de facto, nothing will change, the region will remain risky for investments.",2,2025-11-01T16:45:01Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAOzv_T63TA5,@mohfar8605,"​@--36--<br>Morocco controls this economically important region, and this decision gives it the legitimacy to receive investments there, which means achieving economic growth. As for the Polisario, they will remain in Algerian territory awaiting aid.",0,2025-11-01T17:25:21Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAP-aTTuTw-d,@youneskhouloud2504,@--36--hhhhhhhh how to tell me your algerian without saying so تحشا ليك ايوصبع البركة فراسك فمليارات الدولارات,0,2025-11-01T23:40:08Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAP0Dw46lt_j,@sportssaga4839,@youneskhouloud2504Moroccans threw Palestine under the bus to achieve this,1,2025-11-02T05:33:42Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAP0Qq6ZrVVT,@--36--,@youneskhouloud2504 I am Morrocan/German. So someone using common sense for you is an Algerian. Interesting.,2,2025-11-02T07:26:29Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAP0bzAzkkv1,@Alsharaylive,"If you do not accept, she will be classified as a terrorist organization.",2,2025-11-02T09:12:34Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAP0tmah5kP7,@samadresch7809,"The Polisario Front cannot oppose the US, otherwise it will cease to exist.",0,2025-11-02T11:48:08Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAP19jItXSfE,@sportssaga4839,@Alsharayliveillegitimate ?,1,2025-11-02T14:16:14Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAP19otjU6MC,@sportssaga4839,@samadresch7809why did Morocco sell themselves to Zionists ? Why did Morocco backstab Palestinians ?,1,2025-11-02T14:17:00Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAP1CfpPSqPE,@samadresch7809,@sportssaga4839 Sir tchra,0,2025-11-02T14:41:59Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAP1JMrI92bm,@--36--,@Alsharaylive which still does not solve the problem,2,2025-11-02T15:40:25Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAP2GswjVQUx,@shush1501,​@--36--moroccan control most of the population coastline and the most populated and devoloped cities,0,2025-11-03T00:37:58Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAP2k02bPXKG,@user-ox4hz3cn8b,"​@sportssaga4839 simple, not your f%ing business.",0,2025-11-03T05:01:13Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAP499DBhfJU,@z0rO999,@sportssaga4839to answer your question. It’s simply because your question is wrong . Morocco didn’t sell its self to anyone (prove it if you can ) and Morocco didn’t backstab anyone (Morocco in fact was one of the few nations who sent humanitarian aid to Gaza ),0,2025-11-03T18:08:54Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAP49k1QT3Lq,@--36--,@shush1501 I guess you didn&#39;t get what I said. Reread.,0,2025-11-03T18:14:04Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAP4ZfJjbHyT,@sportssaga4839,@z0rO999you recognized Israel - humanitarian aid often ends up in the hands of Zionists or their controlled opposition in Hamas,1,2025-11-03T22:00:37Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAP7bW5fmW_l,@sportssaga4839,"@user-ox4hz3cn8byou sure made it everyone’s business at the UN lol😂 are you okay ? No one likes to flaunt their nationality in people’s faces more than a  Moroccan either. And I love Moroccan people by the way, just not you nationalists.",1,2025-11-05T02:23:09Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAPEDeRc23yM,@sportssaga4839,@badrm9175downed Israeli warplanes  and still refuse to sell out to  them,1,2025-11-07T16:00:39Z,UgyB4pr9LMd7sJiilXl4AaABAg
dgVZaAXNr0g,Western Sahara Morocco,UgwYdks68cYj1xgX0Ql4AaABAg,@abdelillahmoukkad3371,Go go Morocco congratulations victory,10,2025-11-01T13:10:35Z,
dgVZaAXNr0g,Western Sahara Morocco,Ugx-3b9tDz9VLjK5jRx4AaABAg,@SunsetNova,This represents a total and utter humiliation for Algeria. A new era of peace and prosperity for Morocco begins and Algerias dream of accessing the Atlantic is in ruins 😂😂😂,12,2025-11-01T12:43:12Z,
