video_id,keyword,comment_id,author,text,likes,published_at,reply_to,clean_text
DaPnzZi3hoE,Western Sahara Morocco,Ugx39Vfu9qG5wfq0fnt4AaABAg,@amineboum9493,"Well so it started by recognizing Israel, then a domino effect took place, i wonder why ?",0,2026-01-05T12:02:16Z,,well so it started by recognizing israel then a domino effect took place i wonder why
DaPnzZi3hoE,Western Sahara Morocco,UgyCVEHuxgulrlRBxyp4AaABAg,@hfredydl,"This ladies and gentlemen is how you create an insurgency - the control and diplomatic efforts, the colonization from the north to Western Sahara, all in the end will lead to a determined group that will use insurgency tactics. It happens all the time when locals aren’t recognized or given autonomy. Tyrants never learn",0,2026-01-02T22:41:20Z,,this ladies and gentlemen is how you create an insurgency the control and diplomatic efforts the colonization from the north to western sahara all in the end will lead to a determined group that will use insurgency tactics it happens all the time when locals arent recognized or given autonomy tyrants never learn
DaPnzZi3hoE,Western Sahara Morocco,Ugxfd2pHj7V2vRGfwXd4AaABAg,@andreamuraskin5364,This is interesting. I know very little about this conflict and I find maps fascinating. Would like to know more about what life is like in Western Sahara for people who live there.,0,2026-01-02T01:04:41Z,,this is interesting i know very little about this conflict and i find maps fascinating would like to know more about what life is like in western sahara for people who live there
DaPnzZi3hoE,Western Sahara Morocco,Ugxtk1cH3gMzqes_mX54AaABAg,@josephchoe,So Morocco sent settlers into the region and then annexed it? Where are the flotillas and university protests?,0,2026-01-01T17:31:59Z,,so morocco sent settlers into the region and then annexed it where are the flotillas and university protests
DaPnzZi3hoE,Western Sahara Morocco,UgxNyX5HKDPYmd30WB94AaABAg,@normandieelouafi5286,Western Sahara.,0,2026-01-01T14:19:25Z,,western sahara
DaPnzZi3hoE,Western Sahara Morocco,Ugzu5zUjAHvjvO1AOj14AaABAg,@thezegui93,LIES LIES LIES,0,2025-12-31T16:56:37Z,,lies lies lies
DaPnzZi3hoE,Western Sahara Morocco,Ugw3f99hURdceOXilid4AaABAg,@Pourperso,It was called green march in reference to the colour of the coran ( green ) : people started walking with a coran in their hands towards the sahara !,0,2025-12-31T14:05:08Z,,it was called green march in reference to the colour of the coran green people started walking with a coran in their hands towards the sahara
DaPnzZi3hoE,Western Sahara Morocco,UgxRT9vfHs3Ck_k6cLd4AaABAg,@chubaka-1982,The biggest enemies are always the neighbors...,0,2025-12-31T12:09:53Z,,the biggest enemies are always the neighbors
DaPnzZi3hoE,Western Sahara Morocco,UgzpEi-ngnlfI3hXUrx4AaABAg,@AI-212,Need to do your research DW .,0,2025-12-31T11:35:56Z,,need to do your research dw
DaPnzZi3hoE,Western Sahara Morocco,UgyIKA0bOF39ospiK9Z4AaABAg,@lelik0911,"For thousands of years, powers clashed over territory and now, suddenly, in the last fifty or so years, we want to clutch our pearls and argue over sovereignty. Give me a break. Territory belongs to those who can hold onto it.",0,2025-12-31T01:53:33Z,,for thousands of years powers clashed over territory and now suddenly in the last fifty or so years we want to clutch our pearls and argue over sovereignty give me a break territory belongs to those who can hold onto it
DaPnzZi3hoE,Western Sahara Morocco,Ugz2hpJUa9NgNqVrgMN4AaABAg,@ssimkaali1324,"you clearly don't know what you're talking about. either do you job correctly or don't. what do you mean by it was a spanish colony? That is it? that's how far you're willing to go? how about before? and what do you mean by occupied territory? are you taking sides? that is not a universal truth. if the  UN says so then mention the UN, if it's the POLISARIO mention them as the origin of this claim. I'm so tired of so called journalists doing a botch job trying to describe a conflict they don't understand. avoid commenting on conflicts outside Europe because you evidently don't understand them. or get real professionals.  and that's just the first two minutes. shamefull",0,2025-12-30T23:52:27Z,,you clearly dont know what youre talking about either do you job correctly or dont what do you mean by it was a spanish colony that is it thats how far youre willing to go how about before and what do you mean by occupied territory are you taking sides that is not a universal truth if the un says so then mention the un if its the polisario mention them as the origin of this claim im so tired of so called journalists doing a botch job trying to describe a conflict they dont understand avoid commenting on conflicts outside europe because you evidently dont understand them or get real professionals and thats just the first two minutes shamefull
DaPnzZi3hoE,Western Sahara Morocco,Ugz99Fq-rrlWjX9sOHt4AaABAg,@hafidbouzerar3329,How came Morocco invaded West Sahara 🇪🇭 is not fair.,0,2025-12-30T23:40:46Z,,how came morocco invaded west sahara is not fair
DaPnzZi3hoE,Western Sahara Morocco,UgwMrpkhIxbhw28ikLd4AaABAg,@batmous,Didn't seem to hear that much material from the Sahrawi point of view,0,2025-12-30T17:31:33Z,,didnt seem to hear that much material from the sahrawi point of view
DaPnzZi3hoE,Western Sahara Morocco,UgwIbXXG5h-LdutqHrJ4AaABAg,@SuperRguibi,"May it stuck into your throught and stuff you to life. Yes the Sahara is Moroccan say it until it fills your brains. And if the ones paying you to speak durt about Morocco have the cohones to take it away from Morocco then let them make their move. All the world know where to find the map of Morocco before the French and Spanish colonisations. We still have to take back Sicily, Al Andalus and many more is missing from the Morocan map after decolonisation. Just question of time. The dogs bark but the tranquil caravan passes.",0,2025-12-29T18:08:01Z,,may it stuck into your throught and stuff you to life yes the sahara is moroccan say it until it fills your brains and if the ones paying you to speak durt about morocco have the cohones to take it away from morocco then let them make their move all the world know where to find the map of morocco before the french and spanish colonisations we still have to take back sicily al andalus and many more is missing from the morocan map after decolonisation just question of time the dogs bark but the tranquil caravan passes
DaPnzZi3hoE,Western Sahara Morocco,Ugw2cHS4vXUEsIGKfDV4AaABAg,@vincechase897,"Morocco won, Algeria can cry now",1,2025-12-29T13:33:33Z,,morocco won algeria can cry now
DaPnzZi3hoE,Western Sahara Morocco,UgwXnYXdYY6d_S5aGax4AaABAg,@ahmedabakar5166,Go Morocco,0,2025-12-29T08:57:29Z,,go morocco
DaPnzZi3hoE,Western Sahara Morocco,UgzIVyvN4tYPklTelQR4AaABAg,@pebos1234567890,Western Sahara has nothing going for it. Morocco would provide much needed structure,0,2025-12-28T17:25:22Z,,western sahara has nothing going for it morocco would provide much needed structure
DaPnzZi3hoE,Western Sahara Morocco,UgxKpuuwauaQJ8eNBpZ4AaABAg,@l2etranger,Should Morocco be the mediator consolidating the territories around its neighbors by returning the region from Guerguerat to LaGuera to the city of Nouadhibou?,0,2025-12-27T07:53:27Z,,should morocco be the mediator consolidating the territories around its neighbors by returning the region from guerguerat to laguera to the city of nouadhibou
DaPnzZi3hoE,Western Sahara Morocco,UgyZ5bg9cH5dSIYIi-94AaABAg,@rlynotabot,"So... let me guess ... germany needs gas so you copied the ""Le Monde"" Documentary ? lol",0,2025-12-26T23:52:45Z,,so let me guess germany needs gas so you copied the le monde documentary lol
DaPnzZi3hoE,Western Sahara Morocco,Ugw1sUxrU0WOtu2bJsp4AaABAg,@chtaibihamza,"confirming the original map and not changing the map. and it is a moroccan sahara not a western sahara. we know that you are one of our enemies, don't worry.",0,2025-12-26T13:14:58Z,,confirming the original map and not changing the map and it is a moroccan sahara not a western sahara we know that you are one of our enemies dont worry
DaPnzZi3hoE,Western Sahara Morocco,UgxptDnnfY3-K4mBdp94AaABAg,@googleaccount7977,Imagine i took your phone and you take it back from me. Is that theft or taking back what belongs to you? 🤔,0,2025-12-26T10:48:49Z,,imagine i took your phone and you take it back from me is that theft or taking back what belongs to you
DaPnzZi3hoE,Western Sahara Morocco,Ugyw3hTpjvt7FqVTxd94AaABAg,@globalismoblackman,"So what happened to the rights of the Sahrawi people 🤔?. Lost is the fog of global geopolitics?.🤔🤔🤔🤔.
Where is Jesus and Allah to save the dignity of these exploited people ?",0,2025-12-26T10:22:23Z,,so what happened to the rights of the sahrawi people lost is the fog of global geopolitics where is jesus and allah to save the dignity of these exploited people
DaPnzZi3hoE,Western Sahara Morocco,UgzSL2JaRji3vTVKE8Z4AaABAg,@K24..,You should have added the corruption of media such as yours. The moral collapse of nowadays where a colonial project is presented as if i5 was an olympic achievement. No wonder why there a genocide ongoing in front of our eyes and yet you have media such as DW lecturing us on antisemitism…DW you are exposed,0,2025-12-26T08:07:56Z,,you should have added the corruption of media such as yours the moral collapse of nowadays where a colonial project is presented as if i was an olympic achievement no wonder why there a genocide ongoing in front of our eyes and yet you have media such as dw lecturing us on antisemitismdw you are exposed
DaPnzZi3hoE,Western Sahara Morocco,UgzBIoLZiPl-KNfUWFl4AaABAg,@everyday3150,sounds like morocco stealing land with the help of the US  and its friends who are experts of stealing lands,0,2025-12-26T06:23:12Z,,sounds like morocco stealing land with the help of the us and its friends who are experts of stealing lands
DaPnzZi3hoE,Western Sahara Morocco,UgwDawCiK1TdMpafHRx4AaABAg,@MatthewBurns8,"Most people would rather have Western Sahara ruled by Morocco than by ISIS, which is the other true power in the area. I do love the ""those who question Moroccan sovereignty are imprisoned"". I mean that's kinda how it works in every country, either you respect their laws or go to jail? I understand the unspoken refutation of Morocco's rule in the area butttttttttt probably not gonna work. No one is on ISIS's side, the Berber tribes are fractured in the area (apart from the IS-leaning ones), and the don't seem to be able to win. Eventually I imagine that there will be an ISIS attack or something and Morocco finally feels ready enough to restart the war between the two and take most or all of the remaining territory of Western Sahara east of the Great Berm.",0,2025-12-26T00:32:54Z,,most people would rather have western sahara ruled by morocco than by isis which is the other true power in the area i do love the those who question moroccan sovereignty are imprisoned i mean thats kinda how it works in every country either you respect their laws or go to jail i understand the unspoken refutation of moroccos rule in the area butttttttttt probably not gonna work no one is on isiss side the berber tribes are fractured in the area apart from the isleaning ones and the dont seem to be able to win eventually i imagine that there will be an isis attack or something and morocco finally feels ready enough to restart the war between the two and take most or all of the remaining territory of western sahara east of the great berm
DaPnzZi3hoE,Western Sahara Morocco,UgzBMXZJG7Ie0u5h1N14AaABAg,@formsab257,"Land stealing.
And then, everyone will come and accuse the west.",0,2025-12-26T00:18:04Z,,land stealing and then everyone will come and accuse the west
DaPnzZi3hoE,Western Sahara Morocco,UgyfI1haV-TJUn2Cin94AaABAg,@jf3457,Western Sahara belongs to Mauritania because it fits better in the African Map puzzle.,0,2025-12-25T19:21:25Z,,western sahara belongs to mauritania because it fits better in the african map puzzle
DaPnzZi3hoE,Western Sahara Morocco,Ugx9PF73I-ioQUUdlDF4AaABAg,@hamudi_12,Yet none of these western media is reporting about Spanish enclaves of ceuita n melia!,1,2025-12-25T18:35:07Z,,yet none of these western media is reporting about spanish enclaves of ceuita n melia
DaPnzZi3hoE,Western Sahara Morocco,UgzGHa0E1w1NNMc2OwR4AaABAg,@kbcaps,"There are a few mistakes in this video.

1. It misses out that Morocco was significantly amputated by colonisation in the 19th century and Spain took the territory from Morocco at the end of the 19th century. Therefore, Morocco who had already lost the territory of Mauritania and Eastern Sahara (Western Algeria - Tindouf, Béchard, Adrar and Tidikelt) was not going to let this one go! 

2. The area on the other side of the wall is not controlled by the Polisario. Rather, it’s a forbidden to people demilitarised buffer zone! Many Polisario incursions over the last few years have been met with Moroccan drones!",0,2025-12-25T18:22:25Z,,there are a few mistakes in this video it misses out that morocco was significantly amputated by colonisation in the th century and spain took the territory from morocco at the end of the th century therefore morocco who had already lost the territory of mauritania and eastern sahara western algeria tindouf bchard adrar and tidikelt was not going to let this one go the area on the other side of the wall is not controlled by the polisario rather its a forbidden to people demilitarised buffer zone many polisario incursions over the last few years have been met with moroccan drones
DaPnzZi3hoE,Western Sahara Morocco,UgyrhTfLQ4XKp1FxhTB4AaABAg,@kubumshel,Morocco doing the Israeli move and nobody cares,0,2025-12-25T17:32:57Z,,morocco doing the israeli move and nobody cares
DaPnzZi3hoE,Western Sahara Morocco,UgyrhTfLQ4XKp1FxhTB4AaABAg.AR9zNTH_NTDARu5H2DyoVt,@martindre8,they are 2 very different situations,0,2026-01-13T00:37:33Z,UgyrhTfLQ4XKp1FxhTB4AaABAg,they are very different situations
DaPnzZi3hoE,Western Sahara Morocco,UgxIWK8LCOfdC46YqiF4AaABAg,@raphayelrazon3075,Moroccan bots overran this video,0,2025-12-25T17:26:53Z,,moroccan bots overran this video
DaPnzZi3hoE,Western Sahara Morocco,UgzPrGjL0XH9lSYOCqt4AaABAg,@rinos7902,Why do you need to bring on academic teachers to tell us information we can find on wikepidea ?,0,2025-12-25T15:15:02Z,,why do you need to bring on academic teachers to tell us information we can find on wikepidea
dgVZaAXNr0g,Western Sahara Morocco,Ugz0bAnew7CUSrx-fLp4AaABAg,@mehdibahaj7792,Thank you UN for doing the right thing ❤,0,2025-12-09T02:05:36Z,,thank you un for doing the right thing
dgVZaAXNr0g,Western Sahara Morocco,UgwIbYOTFzDZw0m0Bkt4AaABAg,@Alucard-j7l,🤣🤣🤣🤣🤣 teboun,0,2025-11-05T12:12:18Z,,teboun
dgVZaAXNr0g,Western Sahara Morocco,UgzYfRpbT2wAL9UY24p4AaABAg,@user-ox4hz3cn8b,"Thanks India, now we know the friends from the enemy. Talking about you, Pakistan. 
Long lived Morocco, Long lived India. 🇮🇳🇲🇦",0,2025-11-03T04:59:53Z,,thanks india now we know the friends from the enemy talking about you pakistan long lived morocco long lived india
dgVZaAXNr0g,Western Sahara Morocco,Ugxbc8B94hzPCu4PxPx4AaABAg,@user-ox4hz3cn8b,"Thanks India, now we know the friends from the enemy. Talking about you, Pakistan. 
Long lived Morocco, Long lived India. 🇮🇳🇲🇦",1,2025-11-03T04:59:49Z,,thanks india now we know the friends from the enemy talking about you pakistan long lived morocco long lived india
dgVZaAXNr0g,Western Sahara Morocco,UgxkXCd1Q-dryqLSt194AaABAg,@KarimAlgeria-e4e,"You're an idiot, a media figure ignorant of UN resolutions. Go and listen to the experts' analysis. The latest Security Council resolution spoke about renewing the MINURSO mission, and MINURSO's mission is to organize the referendum to end colonialism and give full legitimacy to the people of Western Sahara to determine their own destiny. I think you have orders from Israel. I didn't expect that ignorance of understanding security resolutions would spread from Morocco to your country, and the disaster is that you conveyed false information to your people. Come to Algeria and learn to analyze resolutions.",2,2025-11-02T13:09:11Z,,youre an idiot a media figure ignorant of un resolutions go and listen to the experts analysis the latest security council resolution spoke about renewing the minurso mission and minursos mission is to organize the referendum to end colonialism and give full legitimacy to the people of western sahara to determine their own destiny i think you have orders from israel i didnt expect that ignorance of understanding security resolutions would spread from morocco to your country and the disaster is that you conveyed false information to your people come to algeria and learn to analyze resolutions
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg,@benbenham9257,Poor clowns so can you give some explanation how morocco got this victory and on wich way .please stop lying and forget algeria  poor clowns,1,2025-11-02T10:59:01Z,,poor clowns so can you give some explanation how morocco got this victory and on wich way please stop lying and forget algeria poor clowns
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7AP0tW-EQ4Tn,@samadresch7809,A strategy spanning more than 20 years based on gaining the trust of influential countries,0,2025-11-02T11:45:44Z,UgwRqIMZjeC59xXa-XV4AaABAg,a strategy spanning more than years based on gaining the trust of influential countries
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7AP0xJvPw109,@z0rO999,"Basically, the autonomy plan will be used as the basis for any future discussions. In other words, the future talks will only be on how to implement said autonomy. This marks an important milestone as it’s makes it ever close to close this chapter",0,2025-11-02T12:19:03Z,UgwRqIMZjeC59xXa-XV4AaABAg,basically the autonomy plan will be used as the basis for any future discussions in other words the future talks will only be on how to implement said autonomy this marks an important milestone as its makes it ever close to close this chapter
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7AP7azwWrrVu,@sportssaga4839,@samadresch7809it’s not gaining trust - Morocco simply sold out to Zionists and westernization . I’m not from Maghreb and take no sides but the spin is obvious. Lol. Guys you are coping.,1,2025-11-05T02:18:38Z,UgwRqIMZjeC59xXa-XV4AaABAg,samadreschits not gaining trust morocco simply sold out to zionists and westernization im not from maghreb and take no sides but the spin is obvious lol guys you are coping
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7AP86-ZxtnPG,@samadresch7809,"@sportssaga4839 You&#39;re not from the Maghreb, are you? Kuloglu😁",0,2025-11-05T06:58:20Z,UgwRqIMZjeC59xXa-XV4AaABAg,sportssaga youre not from the maghreb are you kuloglu
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7AP9DBOsl1gF,@sportssaga4839,"@samadresch7809 Labas, ʿabd dyal ṣahyūni 😃",1,2025-11-05T17:20:21Z,UgwRqIMZjeC59xXa-XV4AaABAg,samadresch labas abd dyal ahyni
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7AP9DN-dPlYK,@sportssaga4839,"⁠@samadresch7809no need to cope and self glaze. The soft power sht is just PR for selling out. Don’t get me wrong, there’s a lot of benefit in it economically. And I’m all for the poor people having a better life. But call a spade a spade.",1,2025-11-05T17:21:56Z,UgwRqIMZjeC59xXa-XV4AaABAg,samadreschno need to cope and self glaze the soft power sht is just pr for selling out dont get me wrong theres a lot of benefit in it economically and im all for the poor people having a better life but call a spade a spade
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7APBdGVmM264,@sportssaga4839,@z0rO999or war,0,2025-11-06T15:55:28Z,UgwRqIMZjeC59xXa-XV4AaABAg,zroor war
dgVZaAXNr0g,Western Sahara Morocco,UgwRqIMZjeC59xXa-XV4AaABAg.AP0o9pvzYT7APEAd6TA92A,@sportssaga4839,@badrm9175good for you,1,2025-11-07T15:34:15Z,UgwRqIMZjeC59xXa-XV4AaABAg,badrmgood for you
dgVZaAXNr0g,Western Sahara Morocco,UgxFsu6YPr5vkdqPDJJ4AaABAg,@samimellouki3139,"Die Sahara war Marokkanisch,ist Marokkanisch und wird immer Marokkanisch sein 🇲🇦 🤴🦁❤",0,2025-11-02T10:41:22Z,,die sahara war marokkanischist marokkanisch und wird immer marokkanisch sein
dgVZaAXNr0g,Western Sahara Morocco,UgxIpqjN3o81XxOhLLV4AaABAg,@lakhdar-f1n,wrong info  please corect,3,2025-11-02T10:32:56Z,,wrong info please corect
dgVZaAXNr0g,Western Sahara Morocco,UgxIpqjN3o81XxOhLLV4AaABAg.AP0lAlFygNkAP8exnS0HZD,@Alucard-j7l,What&#39;s wrong,0,2025-11-05T12:12:31Z,UgxIpqjN3o81XxOhLLV4AaABAg,whats wrong
dgVZaAXNr0g,Western Sahara Morocco,UgwOcvI6TiHzZFLgxBd4AaABAg,@SilenceaboutthetruthisamuteDev,Western Sahara was moroccan since moroccan people got it back from Spanish occupation by Green March in 1975  now it's time to get back moroccan eastern desert from France occupation that is now under control of franch entity Algeria !,2,2025-11-02T01:25:07Z,,western sahara was moroccan since moroccan people got it back from spanish occupation by green march in now its time to get back moroccan eastern desert from france occupation that is now under control of franch entity algeria
dgVZaAXNr0g,Western Sahara Morocco,UgwOcvI6TiHzZFLgxBd4AaABAg.AP-mUSqJA4tAP7ajucMKly,@sportssaga4839,This is exactly why Algeria has a right to keep Morocco in check - it’s the  pride that lead them to join the Zionists and kuffar .,1,2025-11-05T02:16:26Z,UgwOcvI6TiHzZFLgxBd4AaABAg,this is exactly why algeria has a right to keep morocco in check its the pride that lead them to join the zionists and kuffar
dgVZaAXNr0g,Western Sahara Morocco,UgwOcvI6TiHzZFLgxBd4AaABAg.AP-mUSqJA4tAPEAJVeVmwP,@sportssaga4839,@badrm9175you gave your nuts to Israel. I’m not Algerian,1,2025-11-07T15:31:27Z,UgwOcvI6TiHzZFLgxBd4AaABAg,badrmyou gave your nuts to israel im not algerian
dgVZaAXNr0g,Western Sahara Morocco,UgxIuFGm-rBax5dnMO94AaABAg,@Terminatorabcd,"Western Sahara is back to its motherland,Morocco.Algeriato hell.",10,2025-11-01T17:19:53Z,,western sahara is back to its motherlandmoroccoalgeriato hell
dgVZaAXNr0g,Western Sahara Morocco,UgxIuFGm-rBax5dnMO94AaABAg.AOzuxWJ5FZcAP7abgq4wGZ,@sportssaga4839,Don’t say that about the normal Algerian people. What’s wrong with you ?,2,2025-11-05T02:15:19Z,UgxIuFGm-rBax5dnMO94AaABAg,dont say that about the normal algerian people whats wrong with you
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg,@--36--,"Well, what if Polisario don't accept, that means the conflict isn't over.",4,2025-11-01T14:53:13Z,,well what if polisario dont accept that means the conflict isnt over
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAOzpRa6fUaS,@noone2262,"Yes. But it doesn&#39;t matter considering that Morocco already has almost complete control over the region, this just makes Morocco&#39;s already existing rule more legitimate which would allow for more investment in the region.",3,2025-11-01T16:31:42Z,UgyB4pr9LMd7sJiilXl4AaABAg,yes but it doesnt matter considering that morocco already has almost complete control over the region this just makes moroccos already existing rule more legitimate which would allow for more investment in the region
dgVZaAXNr0g,Western Sahara Morocco,UgyB4pr9LMd7sJiilXl4AaABAg.AOzeAIxdj7NAOzqy3GOtWc,@--36--,"@noone2262 Yeah Morocco controls 70% of the western Sahara. So not almost complete control. Then the people of Polisario are still living in a shitty situations, Algeria will still support them, so de facto, nothing will change, the region will remain risky for investments.",2,2025-11-01T16:45:01Z,UgyB4pr9LMd7sJiilXl4AaABAg,noone yeah morocco controls of the western sahara so not almost complete control then the people of polisario are still living in a shitty situations algeria will still support them so de facto nothing will change the region will remain risky for investments
